probe_set	gene_id	adjust_score	start	end
Msa.1759.1.S1_at	Medtr0167s0060.1	403	63	583
Msa.1760.1.S1_at	Medtr4g019790.1	357	110	546
Msa.1761.1.S1_at	Medtr5g016510.1	399	92	449
Msa.1767.1.S1_s_at	Medtr2g041600.1	491	434	655
Msa.1767.1.S1_s_at	Medtr2g041600.2	491	434	655
Msa.1768.1.S1_at	Medtr3g450790.1	400	246	649
Msa.1771.1.S1_at	Medtr3g051310.1	402	1756	2194
Msa.1774.1.S1_at	Medtr8g087425.1	398	130	609
Msa.1775.1.S1_at	Medtr3g085510.1	445	84	629
Msa.1776.1.S1_at	Medtr4g078760.2	352	79	541
Msa.1776.1.S1_at	Medtr4g078760.1	352	79	556
Msa.1778.1.S1_s_at	Medtr2g099550.1	357	124	589
Msa.1782.1.S1_at	Medtr8g088060.1	440	9	501
Msa.1784.1.S1_at	Medtr8g078870.1	358	769	1255
Msa.1788.1.S1_at	Medtr1g087910.1	442	235	769
Msa.1788.1.S1_at	Medtr1g087910.2	442	223	835
Msa.1790.1.S1_at	Medtr8g064590.2	354	21	430
Msa.1790.1.S1_at	Medtr8g064590.1	353	20	436
Msa.1791.1.S1_at	Medtr4g097580.1	356	1587	2052
Msa.1795.1.S1_at	Medtr4g094872.1	446	128	390
Msa.1796.1.S1_at	Medtr7g076200.2	352	315	799
Msa.1800.1.S1_at	Medtr3g096920.1	354	211	584
Msa.1800.1.S1_at	Medtr3g096920.2	354	211	584
Msa.1801.1.S1_at	Medtr4g094598.2	401	171	429
Msa.1801.1.S1_at	Medtr4g094598.1	401	38	406
Msa.1801.1.S1_at	Medtr1g105415.1	356	77	443
Msa.1804.1.S1_s_at	Medtr1g107535.1	448	417	899
Msa.1805.1.S1_at	Medtr4g088350.1	399	126	692
Msa.1806.1.S1_at	Medtr4g019610.2	357	81	441
Msa.1808.1.S1_at	Medtr8g100135.1	395	1338	1939
Msa.1808.1.S1_at	Medtr8g100135.2	395	1378	1979
Msa.1810.1.S1_at	Medtr4g081330.1	354	776	1126
Msa.1814.1.S1_at	Medtr5g063670.1	358	120	600
Msa.1816.1.S1_at	Medtr4g061140.1	356	720	1218
Msa.1816.1.S1_at	Medtr4g061140.4	356	720	1331
Msa.1816.1.S1_at	Medtr4g061140.2	356	520	1018
Msa.1816.1.S1_at	Medtr4g061140.3	356	399	897
Msa.1818.1.S1_at	Medtr1g085680.1	360	1150	1493
Msa.1825.1.S1_at	Medtr8g014560.2	490	1185	1416
Msa.1825.1.S1_at	Medtr8g014560.3	490	1185	1416
Msa.1825.1.S1_at	Medtr8g014560.5	490	1185	1416
Msa.1825.1.S1_at	Medtr8g014560.4	490	1185	1416
Msa.1825.1.S1_at	Medtr8g014560.6	490	1185	1416
Msa.1825.1.S1_at	Medtr8g014560.1	490	1185	1416
Msa.1825.1.S1_at	Medtr8g014560.7	490	655	886
Msa.1827.1.S1_at	Medtr7g021720.1	494	741	1098
Msa.1827.1.S1_at	Medtr4g050950.1	493	533	891
Msa.1827.1.S1_at	Medtr4g006120.1	448	730	1056
Msa.1830.1.S1_at	Medtr3g094970.2	356	332	745
Msa.1830.1.S1_at	Medtr3g094970.1	356	281	694
Msa.1835.1.S1_at	Medtr1g034360.1	438	1072	1452
Msa.1837.1.S1_at	Medtr4g077807.1	442	196	634
Msa.1838.1.S1_s_at	Medtr2g008610.1	442	723	1106
Msa.1839.1.S1_at	Medtr4g046733.1	358	184	635
Msa.1839.1.S1_at	Medtr4g046733.2	358	265	746
Msa.1839.1.S1_at	Medtr4g046733.3	358	432	913
Msa.1841.1.S1_at	Medtr8g107640.1	401	995	1411
Msa.1845.1.S1_at	Medtr1g025550.1	403	1517	1876
Msa.1851.1.S1_at	Medtr3g070100.1	403	1108	1185
Msa.1853.1.S1_at	Medtr8g023790.1	355	112	513
Msa.1861.1.S1_at	Medtr4g079780.1	443	1711	1986
Msa.1862.1.S1_at	Medtr8g006960.1	397	784	1166
Msa.1866.1.S1_s_at	Medtr3g070210.1	447	146	546
Msa.1866.1.S1_s_at	Medtr3g070210.2	447	85	485
Msa.1866.1.S1_s_at	Medtr3g070210.4	447	146	546
Msa.1866.1.S1_s_at	Medtr3g070210.3	447	146	546
Msa.1867.1.S1_at	Medtr3g070210.1	446	688	1219
Msa.1867.1.S1_at	Medtr3g070210.3	403	688	1407
Msa.1867.1.S1_at	Medtr3g070210.4	401	688	1331
Msa.1867.1.S1_at	Medtr3g070210.2	358	627	1458
Msa.1869.1.S1_at	Medtr3g112410.1	399	201	717
Msa.1874.1.S1_at	Medtr5g034125.2	400	407	888
Msa.1874.1.S1_at	Medtr5g034125.1	400	293	774
Msa.1879.1.S1_s_at	Medtr5g097940.1	403	490	937
Msa.1879.1.S1_s_at	Medtr5g097910.1	403	702	1147
Msa.1879.1.S1_s_at	Medtr5g097900.1	403	528	975
Msa.1882.1.S1_at	Medtr4g059400.1	447	251	772
Msa.1883.1.S1_at	Medtr4g129820.1	400	575	1151
Msa.1884.1.S1_at	Medtr6g054890.1	400	115	570
Msa.1884.1.S1_at	Medtr6g054890.2	400	107	562
Msa.1886.1.S1_at	Medtr2g012450.1	358	2	439
Msa.1887.1.S1_at	Medtr8g098410.4	399	210	688
Msa.1887.1.S1_at	Medtr8g098410.5	399	464	1731
Msa.1887.1.S1_at	Medtr8g098410.1	399	487	965
Msa.1887.1.S1_at	Medtr8g098410.2	399	255	733
Msa.1887.1.S1_at	Medtr8g098410.3	399	223	701
Msa.1891.1.S1_at	Medtr3g105550.1	403	445	865
Msa.1892.1.S1_at	Medtr5g030870.1	358	210	692
Msa.1899.1.S1_at	Medtr5g096460.1	352	239	707
Msa.1899.1.S1_at	Medtr5g096430.1	352	229	716
Msa.1909.1.S1_at	Medtr1g102870.1	355	102	600
Msa.1910.1.S1_at	Medtr2g066110.1	399	1211	1797
Msa.1911.1.S1_x_at	Medtr2g041070.2	353	817	1161
Msa.1911.1.S1_x_at	Medtr2g041070.1	353	756	1100
Msa.1913.1.S1_at	Medtr3g088040.1	403	166	616
Msa.1915.1.S1_at	Medtr5g098940.1	398	489	981
Msa.1917.1.S1_at	Medtr0055s0090.1	630	958	4331
Msa.1917.1.S1_at	Medtr0052s0080.1	628	960	3668
Msa.1920.1.S1_at	Medtr5g087790.1	358	1034	1467
Msa.1921.1.S1_at	Medtr4g117380.1	442	245	699
Msa.1923.1.S1_at	Medtr4g112970.1	355	105	458
Msa.1925.1.S1_at	Medtr2g098160.2	358	309	867
Msa.1925.1.S1_at	Medtr2g098160.1	358	176	734
Msa.1931.1.S1_at	Medtr2g078010.2	354	85	408
Msa.1931.1.S1_at	Medtr2g078010.3	354	172	495
Msa.1931.1.S1_at	Medtr2g078010.1	354	172	495
Msa.1931.1.S1_at	Medtr2g078010.4	353	172	537
Msa.1941.1.S1_at	Medtr7g068650.1	357	6	492
Msa.1943.1.S1_at	Medtr4g015570.1	349	402	710
Msa.1946.1.S1_at	Medtr0212s0040.1	495	569	1091
Msa.1952.1.S1_at	Medtr4g073580.1	353	246	750
Msa.1952.1.S1_at	Medtr4g073580.2	353	139	733
Msa.1953.1.S1_at	Medtr4g093770.1	359	204	781
Msa.1953.1.S1_at	Medtr4g093770.2	357	76	769
Msa.1956.1.S1_at	Medtr2g091225.1	402	387	904
Msa.1956.1.S1_at	Medtr2g091225.2	402	307	824
Msa.1959.1.S1_at	Medtr4g127710.2	444	2524	2977
Msa.1959.1.S1_at	Medtr4g127710.1	444	2858	3421
Msa.1961.1.S1_s_at	Medtr6g037220.1	401	98	522
Msa.1961.1.S1_s_at	Medtr0583s0010.1	358	20	259
Msa.2088.1.S1_s_at	Medtr7g021690.1	442	482	781
Msa.2088.1.S1_s_at	Medtr4g006080.1	352	2599	2898
Msa.2164.1.S1_at	Medtr3g093050.2	356	1097	1517
Msa.2164.1.S1_at	Medtr3g093050.1	356	1121	1541
Msa.2176.1.S1_at	Medtr8g091600.1	398	180	535
Msa.2196.1.S1_at	Medtr4g134660.1	396	660	1163
Msa.2196.1.S1_at	Medtr4g134660.2	396	660	1519
Msa.2215.1.S1_at	Medtr4g094908.1	403	429	908
Msa.2236.1.S1_at	Medtr1g111060.1	359	60	518
Msa.2248.1.S1_at	Medtr8g005870.1	356	5	334
Msa.2271.1.S1_at	Medtr6g004780.1	351	118	394
Msa.2283.1.S1_at	Medtr8g058775.1	351	201	558
Msa.2283.1.S1_at	Medtr8g061230.1	351	186	543
Msa.2326.1.S1_at	Medtr4g064997.1	357	2208	2688
Msa.2326.1.S1_at	Medtr4g064997.2	357	2562	3042
Msa.2378.1.S1_at	Medtr4g069960.1	358	1430	1899
Msa.2379.1.S1_at	Medtr1g076400.1	440	2907	3382
Msa.2379.1.S1_at	Medtr1g076400.2	440	2891	3366
Msa.2396.1.S1_at	Medtr1g073790.2	443	2012	2453
Msa.2396.1.S1_at	Medtr1g073790.1	443	2087	2528
Msa.2501.1.S1_at	Medtr1g031930.1	352	42	626
Msa.2525.1.S1_s_at	Medtr3g065250.1	358	1077	1302
Msa.2533.1.S1_at	Medtr7g088340.1	401	452	716
Msa.2534.1.S1_at	Medtr4g128750.1	359	330	850
Msa.2540.1.S1_at	Medtr5g019990.1	445	327	720
Msa.2542.1.S1_at	Medtr7g068850.1	401	572	922
Msa.2547.1.S1_at	Medtr1g041320.1	354	58	364
Msa.2548.1.S1_at	Medtr8g098275.2	354	112	672
Msa.2550.1.S1_at	Medtr4g092690.1	444	872	1341
Msa.2555.1.S1_at	Medtr6g088885.1	352	337	591
Msa.2557.1.S1_at	Medtr5g089900.1	400	2605	3183
Msa.2558.1.S1_at	Medtr1g096310.1	358	779	1286
Msa.2562.1.S1_at	Medtr7g080170.1	359	794	975
Msa.2562.1.S1_at	Medtr7g080170.2	359	470	651
Msa.2563.1.S1_at	Medtr2g096000.1	446	3349	3529
Msa.2563.1.S1_at	Medtr2g096000.2	446	3834	4014
Msa.2564.1.S1_at	Medtr3g462130.1	355	624	815
Msa.2565.1.S1_at	Medtr3g029590.1	358	1094	1618
Msa.2574.1.S1_at	Medtr1g105480.1	443	206	567
Msa.2575.1.S1_at	Medtr7g111850.1	355	469	826
Msa.2583.1.S1_at	Medtr4g123810.1	356	807	1262
Msa.2586.1.S1_at	Medtr8g096380.1	447	1	440
Msa.2587.1.S1_at	Medtr4g063490.1	494	177	574
Msa.2601.1.S1_at	Medtr5g009170.1	354	119	623
Msa.2607.1.S1_at	Medtr8g085980.1	447	1010	1533
Msa.2609.1.S1_at	Medtr4g130770.1	493	1117	1540
Msa.2613.1.S1_at	Medtr0316s0010.1	443	63	609
Msa.2618.1.S1_at	Medtr2g048900.1	405	1153	1671
Msa.2620.1.S1_at	Medtr5g046030.1	355	101	493
Msa.2626.1.S1_at	Medtr1g071400.3	443	2260	2657
Msa.2626.1.S1_at	Medtr1g071400.1	443	2284	2681
Msa.2626.1.S1_at	Medtr1g071400.2	443	2263	2660
Msa.2627.1.S1_at	Medtr4g083230.1	359	108	608
Msa.2628.1.S1_at	Medtr8g094590.3	355	1045	1530
Msa.2628.1.S1_at	Medtr8g094590.1	355	1083	1568
Msa.2632.1.S1_at	Medtr1g100727.1	354	8	535
Msa.2636.1.S1_at	Medtr4g125440.2	398	1171	1651
Msa.2636.1.S1_at	Medtr4g125440.1	398	1192	1672
Msa.2637.1.S1_at	Medtr1g016970.4	446	246	792
Msa.2637.1.S1_at	Medtr1g016970.5	446	246	775
Msa.2637.1.S1_at	Medtr1g016970.2	446	246	775
Msa.2637.1.S1_at	Medtr1g016970.3	446	246	775
Msa.2637.1.S1_at	Medtr1g016970.1	446	246	775
Msa.2638.1.S1_at	Medtr1g083960.1	397	55	613
Msa.2640.1.S1_at	Medtr2g019700.1	353	25	490
Msa.2641.1.S1_at	Medtr8g105630.1	355	21	473
Msa.2642.1.S1_at	Medtr4g007930.2	353	419	948
Msa.2642.1.S1_at	Medtr4g007930.3	353	470	999
Msa.2642.1.S1_at	Medtr4g007930.1	353	419	948
Msa.2642.1.S1_at	Medtr4g007930.4	353	1126	1655
Msa.2645.1.S1_at	Medtr5g082180.1	489	148	627
Msa.2647.1.S1_at	Medtr3g062770.1	495	1072	1522
Msa.2647.1.S1_at	Medtr4g051130.1	495	4228	4678
Msa.2647.1.S1_at	Medtr3g062790.1	495	1072	1522
Msa.2649.1.S1_at	Medtr4g094398.1	404	109	442
Msa.2650.1.S1_at	Medtr1g051825.2	450	3058	3467
Msa.2650.1.S1_at	Medtr1g051825.3	450	2912	3321
Msa.2650.1.S1_at	Medtr1g051825.1	450	2874	3283
Msa.2655.1.S1_at	Medtr4g125100.1	395	162	699
Msa.2656.1.S1_at	Medtr5g073450.1	359	1173	1573
Msa.2657.1.S1_at	Medtr2g034020.1	401	1429	1837
Msa.2661.1.S1_at	Medtr4g022350.1	445	325	707
Msa.2661.1.S1_at	Medtr4g022350.2	445	196	578
Msa.2664.1.S1_at	Medtr7g086300.2	493	69	569
Msa.2664.1.S1_at	Medtr7g086300.1	493	37	537
Msa.2671.1.S1_s_at	Medtr4g029600.1	659	311	774
Msa.2674.1.S1_at	Medtr2g033910.1	360	245	533
Msa.2676.1.S1_at	Medtr2g010480.2	355	90	660
Msa.2676.1.S1_at	Medtr2g010480.1	355	90	660
Msa.2677.1.S1_at	Medtr3g065130.1	355	165	577
Msa.2680.1.S1_at	Medtr5g083860.1	396	85	517
Msa.2690.1.S1_at	Medtr8g083120.1	358	103	606
Msa.2690.1.S1_at	Medtr8g083120.2	358	45	568
Msa.2692.1.S1_at	Medtr4g011330.3	400	130	593
Msa.2692.1.S1_at	Medtr4g011330.4	400	130	593
Msa.2692.1.S1_at	Medtr4g011330.1	400	98	561
Msa.2692.1.S1_at	Medtr4g011330.2	400	130	593
Msa.2697.1.S1_at	Medtr5g096540.1	446	144	554
Msa.2699.1.S1_at	Medtr2g085090.1	360	250	606
Msa.2699.1.S1_at	Medtr1g091057.1	360	264	620
Msa.2699.1.S1_at	Medtr1g091057.2	360	152	508
Msa.2706.1.S1_at	Medtr7g017100.1	397	933	1497
Msa.2712.1.S1_at	Medtr4g415290.1	405	1222	1542
Msa.2715.1.S1_at	Medtr3g031650.1	444	648	1069
Msa.2715.1.S1_at	Medtr3g031650.3	444	659	1080
Msa.2715.1.S1_at	Medtr3g031650.2	444	588	1442
Msa.2717.1.S1_at	Medtr2g018310.1	397	39	523
Msa.2719.1.S1_at	Medtr5g080880.1	357	522	725
Msa.2723.1.S1_at	Medtr1g069455.1	356	155	532
Msa.2726.1.S1_at	Medtr7g072605.1	354	104	570
Msa.2728.1.S1_at	Medtr8g092870.1	352	101	540
Msa.2729.1.S1_s_at	Medtr2g091215.1	360	137	569
Msa.2730.1.S1_at	Medtr4g099130.1	357	483	973
Msa.2731.1.S1_at	Medtr5g088990.1	443	265	716
Msa.2734.1.S1_at	Medtr7g085680.1	355	168	557
Msa.2734.1.S1_at	Medtr7g085680.2	355	168	557
Msa.2736.1.S1_at	Medtr1g087320.1	403	506	932
Msa.2737.1.S1_at	Medtr7g078690.1	400	294	802
Msa.2744.1.S1_at	Medtr1g081260.1	490	432	915
Msa.2750.1.S1_at	Medtr3g080260.1	403	800	1217
Msa.2750.1.S1_at	Medtr3g080260.2	403	643	1060
Msa.2754.1.S1_at	Medtr1g064060.2	353	115	398
Msa.2754.1.S1_at	Medtr1g064060.1	353	158	441
Msa.2756.1.S1_at	Medtr7g104570.1	403	178	616
Msa.2758.1.S1_at	Medtr6g009520.1	446	502	1072
Msa.2759.1.S1_at	Medtr4g080090.1	354	149	650
Msa.2761.1.S1_at	Medtr1g045490.1	399	630	1023
Msa.2762.1.S1_at	Medtr0699s0020.1	360	317	702
Msa.2768.1.S1_at	Medtr3g466110.1	397	1	539
Msa.2769.1.S1_at	Medtr1g067450.1	355	230	708
Msa.2776.1.S1_at	Medtr4g079290.1	446	1430	1907
Msa.2779.1.S1_at	Medtr8g099185.1	449	1560	1837
Msa.2780.1.S1_at	Medtr7g026230.1	355	203	662
Msa.2780.1.S1_at	Medtr7g026230.4	355	202	772
Msa.2780.1.S1_at	Medtr7g026230.2	355	111	541
Msa.2780.1.S1_at	Medtr7g026230.3	355	203	630
Msa.2781.1.S1_at	Medtr5g097870.2	357	477	955
Msa.2781.1.S1_at	Medtr5g097870.1	357	526	1004
Msa.2782.1.S1_at	Medtr7g093200.1	446	217	562
Msa.2783.1.S1_at	Medtr7g108680.1	356	260	616
Msa.2787.1.S1_at	Medtr1g115545.1	349	297	672
Msa.2789.1.S1_at	Medtr7g080110.1	401	169	497
Msa.2790.1.S1_s_at	Medtr6g025320.1	402	25	324
Msa.2791.1.S1_at	Medtr4g051370.1	401	33	350
Msa.2794.1.S1_at	Medtr2g096340.2	356	355	689
Msa.2794.1.S1_at	Medtr2g096340.1	356	334	668
Msa.2804.1.S1_at	Medtr1g076430.1	444	926	1269
Msa.2808.1.S1_at	Medtr6g009370.1	442	1434	1881
Msa.2810.1.S1_at	Medtr8g006970.2	405	141	552
Msa.2815.1.S1_at	Medtr1g051820.1	355	128	579
Msa.2816.1.S1_at	Medtr7g090970.2	445	1220	1591
Msa.2816.1.S1_at	Medtr7g090970.1	445	1220	1591
Msa.2822.1.S1_at	Medtr1g060050.1	354	212	491
Msa.2822.1.S1_at	Medtr1g060090.1	354	86	365
Msa.2824.1.S1_at	Medtr4g070270.1	357	978	1465
Msa.2825.1.S1_at	Medtr1g050360.2	442	353	833
Msa.2825.1.S1_at	Medtr1g050360.1	442	353	833
Msa.2828.1.S1_at	Medtr1g088630.3	356	470	1016
Msa.2828.1.S1_at	Medtr1g088630.1	356	470	943
Msa.2828.1.S1_at	Medtr1g088630.2	356	422	895
Msa.2828.1.S1_at	Medtr5g068740.1	354	509	1015
Msa.2831.1.S1_at	Medtr3g088460.1	446	818	1361
Msa.2835.1.S1_at	Medtr4g106750.1	394	280	773
Msa.2836.1.S1_at	Medtr3g070330.1	348	30	525
Msa.2836.1.S1_at	Medtr3g070330.3	348	30	914
Msa.2840.1.S1_at	Medtr7g088680.1	356	31	415
Msa.2842.1.S1_at	Medtr7g067380.1	495	777	1091
Msa.2844.1.S1_at	Medtr7g080803.1	353	74	603
Msa.2845.1.S1_s_at	Medtr8g007235.1	489	95	359
Msa.2846.1.S1_at	Medtr6g013720.1	358	710	1141
Msa.2848.1.S1_at	Medtr1g099310.1	404	148	544
Msa.2853.1.S1_at	Medtr1g041815.1	354	197	513
Msa.2855.1.S1_at	Medtr1g042300.1	357	280	482
Msa.2855.1.S1_at	Medtr1g042300.2	357	428	630
Msa.2861.1.S1_at	Medtr1g080800.1	358	141	517
Msa.2864.1.S1_at	Medtr8g104980.1	398	96	431
Msa.2865.1.S1_at	Medtr3g048920.1	400	514	1029
Msa.2865.1.S1_at	Medtr3g048920.2	400	458	973
Msa.2867.1.S1_at	Medtr2g054780.1	443	99	462
Msa.2867.1.S1_at	Medtr2g054780.2	398	51	393
Msa.2869.1.S1_at	Medtr2g022180.1	442	554	933
Msa.2870.1.S1_at	Medtr8g016300.1	402	117	624
Msa.2870.1.S1_at	Medtr8g016300.2	402	117	779
Msa.2872.1.S1_at	Medtr4g075610.1	443	1048	1479
Msa.2872.1.S1_at	Medtr4g075610.2	443	1062	1599
Msa.2876.1.S1_at	Medtr4g033850.1	355	157	574
Msa.2877.1.S1_at	Medtr2g096940.1	448	126	485
Msa.2885.1.S1_at	Medtr5g014260.1	405	134	513
Msa.2885.1.S1_at	Medtr5g014260.2	360	126	493
Msa.2887.1.S1_at	Medtr1g115790.1	442	2197	2534
Msa.2889.1.S1_s_at	Medtr4g037750.1	446	1	338
Msa.2892.1.S1_at	Medtr7g089800.1	402	87	515
Msa.2892.1.S1_at	Medtr7g089800.2	359	87	471
Msa.2897.1.S1_s_at	Medtr5g071550.3	449	43	522
Msa.2897.1.S1_s_at	Medtr5g071550.2	449	43	522
Msa.2897.1.S1_s_at	Medtr5g071550.1	449	45	524
Msa.2897.1.S1_s_at	Medtr5g071550.4	449	43	522
Msa.2899.1.S1_at	Medtr3g463270.1	405	1257	1667
Msa.2900.1.S1_at	Medtr3g099370.1	401	967	1404
Msa.2901.1.S1_s_at	Medtr5g020760.1	495	263	475
Msa.2901.1.S1_s_at	Medtr5g020800.1	495	266	478
Msa.2901.1.S1_s_at	Medtr5g020760.2	495	143	355
Msa.2902.1.S1_at	Medtr2g044070.1	400	931	1286
Msa.2902.1.S1_at	Medtr2g044070.2	400	960	1315
Msa.2911.1.S1_at	Medtr5g016010.1	352	714	1243
Msa.2913.1.S1_at	Medtr7g017900.2	399	1138	1696
Msa.2913.1.S1_at	Medtr7g017900.1	399	1144	1702
Msa.2922.1.S1_at	Medtr3g098430.1	405	1610	2012
Msa.2922.1.S1_at	Medtr3g098430.2	360	1534	1951
Msa.2926.1.S1_s_at	Medtr2g070420.2	399	563	780
Msa.2926.1.S1_s_at	Medtr2g070420.1	399	513	730
Msa.2927.1.S1_at	Medtr2g030000.1	443	1194	1557
Msa.2929.1.S1_at	Medtr1g069645.1	495	826	1046
Msa.2942.1.S1_s_at	Medtr2g035100.1	443	402	779
Msa.2942.1.S1_s_at	Medtr2g035105.1	353	440	818
Msa.2951.1.S1_at	Medtr4g071880.1	356	710	1067
Msa.2954.1.S1_at	Medtr8g078870.1	402	178	680
Msa.2959.1.S1_at	Medtr3g081090.1	401	565	994
Msa.2960.1.S1_at	Medtr1g018840.1	446	1329	1880
Msa.2962.1.S1_at	Medtr3g092095.2	441	135	1097
Msa.2962.1.S1_at	Medtr3g092095.3	441	199	2031
Msa.2962.1.S1_at	Medtr3g092095.1	441	199	713
Msa.2964.1.S1_at	Medtr3g084140.1	358	91	342
Msa.2965.1.S1_at	Medtr2g094270.2	449	784	1449
Msa.2965.1.S1_at	Medtr2g094270.1	449	784	1213
Msa.2967.1.S1_at	Medtr4g130917.1	439	401	896
Msa.2967.1.S1_at	Medtr4g130917.2	437	299	787
Msa.2969.1.S1_at	Medtr5g091120.1	405	106	534
Msa.2969.1.S1_at	Medtr5g091135.1	352	145	605
Msa.2975.1.S1_at	Medtr3g092600.1	493	33	449
Msa.2975.1.S1_at	Medtr2g066750.1	399	1	190
Msa.2978.1.S1_at	Medtr4g094605.1	403	549	1071
Msa.2979.1.S1_at	Medtr5g075450.1	355	1443	1983
Msa.2992.1.S1_at	Medtr6g021800.1	400	809	1271
Msa.2992.1.S1_at	Medtr6g021805.1	358	711	1131
Msa.2993.1.S1_at	Medtr0082s0060.1	354	239	530
Msa.3001.1.S1_a_at	Medtr4g077240.1	495	600	641
Msa.3001.1.S1_at	Medtr4g077240.1	356	166	484
Msa.3002.1.S1_at	Medtr1g095070.1	449	53	498
Msa.3002.1.S1_at	Medtr1g095070.2	449	16	461
Msa.3003.1.S1_at	Medtr6g033320.1	445	186	688
Msa.3008.1.S1_at	Medtr7g053200.1	450	30	469
Msa.3010.1.S1_at	Medtr4g102510.1	357	1438	1997
Msa.3015.1.S1_at	Medtr1g080860.1	446	814	1343
Msa.3015.1.S1_at	Medtr1g080860.2	446	814	1454
Msa.3017.1.S1_at	Medtr6g075210.1	405	149	485
Msa.3022.1.S1_at	Medtr1g048960.1	354	156	517
Msa.3023.1.S1_at	Medtr1g019110.1	358	430	860
Msa.3024.1.S1_at	Medtr3g104310.1	397	101	524
Msa.3025.1.S1_at	Medtr8g028120.1	355	202	600
Msa.3030.1.S1_at	Medtr5g018300.1	358	26	404
Msa.3031.1.S1_at	Medtr4g087620.1	404	1059	1604
Msa.3031.1.S1_at	Medtr4g087620.2	404	1212	1757
Msa.3032.1.S1_s_at	Medtr2g076670.1	489	2825	3088
Msa.3032.1.S1_s_at	Medtr2g076670.3	489	2737	3000
Msa.3032.1.S1_s_at	Medtr2g076670.2	489	2951	3214
Msa.3039.1.S1_at	Medtr1g069235.1	404	105	572
Msa.3042.1.S1_s_at	Medtr1g008500.1	397	1069	1462
Msa.3043.1.S1_at	Medtr8g028720.1	358	1016	1395
Msa.3046.1.S1_at	Medtr6g084690.2	401	1629	2144
Msa.3046.1.S1_at	Medtr6g084690.1	401	1671	2186
Msa.3049.1.S1_at	Medtr5g020050.2	401	1581	2093
Msa.3049.1.S1_at	Medtr5g020050.1	401	1532	2044
Msa.3049.1.S1_at	Medtr5g020050.3	401	1532	2044
Msa.3051.1.S1_at	Medtr4g021725.1	352	71	447
Msa.3055.1.S1_at	Medtr4g097670.1	358	685	1014
Msa.3056.1.S1_at	Medtr3g107380.1	404	23	416
Msa.3059.1.S1_at	Medtr1g076430.1	354	49	528
Msa.3063.1.S1_at	Medtr2g046710.1	402	78	658
Msa.3064.1.S1_s_at	Medtr8g106080.1	491	81	501
Msa.3064.1.S1_s_at	Medtr8g106020.1	491	123	543
Msa.3064.1.S1_s_at	Medtr5g075240.1	402	55	466
Msa.3065.1.S1_at	Medtr4g063950.1	400	62	562
Msa.3066.1.S1_at	Medtr3g463900.1	352	130	612
Msa.3072.1.S1_at	Medtr4g007300.1	356	306	914
Msa.3076.1.S1_at	Medtr5g040570.1	443	177	602
Msa.3077.1.S1_at	Medtr3g435250.1	357	303	735
Msa.3078.1.S1_at	Medtr2g025480.1	354	322	618
Msa.3079.1.S1_at	Medtr2g089510.1	399	67	420
Msa.3090.1.S1_at	Medtr3g091420.3	357	2060	2448
Msa.3090.1.S1_at	Medtr3g091420.2	357	1992	2380
Msa.3090.1.S1_at	Medtr3g091420.1	357	2002	2390
Msa.3095.1.S1_at	Medtr1g102550.1	358	1391	1869
Msa.3098.1.S1_at	Medtr7g005540.1	495	204	609
Msa.3099.1.S1_at	Medtr4g053120.1	401	527	839
Msa.3101.1.S1_at	Medtr1g116520.2	403	478	730
Msa.3101.1.S1_at	Medtr1g116520.3	403	237	489
Msa.3101.1.S1_at	Medtr1g116520.1	403	295	547
Msa.3102.1.S1_at	Medtr8g471180.1	354	3108	3269
Msa.3102.1.S1_x_at	Medtr8g471180.1	399	3057	3269
Msa.3112.1.S1_at	Medtr5g088320.1	356	427	954
Msa.3115.1.S1_at	Medtr5g098785.1	403	158	701
Msa.3118.1.S1_at	Medtr1g026820.1	353	152	478
Msa.3125.1.S1_at	Medtr8g014650.1	444	542	1099
Msa.3128.1.S1_at	Medtr3g092130.1	353	234	687
Msa.3133.1.S1_at	Medtr4g092690.1	444	159	715
Msa.3134.1.S1_at	Medtr7g084300.1	358	719	1073
Msa.3140.1.S1_at	Medtr2g017520.1	397	477	850
Msa.3143.1.S1_at	Medtr2g087890.1	350	928	1428
Msa.3145.1.S1_at	Medtr3g065250.1	351	337	518
Msa.3145.1.S1_s_at	Medtr3g065250.1	402	141	671
Msa.3148.1.S1_at	Medtr3g449930.1	405	94	606
Msa.3148.1.S1_at	Medtr3g449930.2	405	37	549
Msa.3152.1.S1_at	Medtr4g103920.2	355	829	1550
Msa.3152.1.S1_at	Medtr4g103920.1	355	903	1385
Msa.3157.1.S1_at	Medtr8g010570.1	493	37	581
Msa.3157.1.S1_at	Medtr8g010570.2	493	37	581
Msa.3157.1.S1_at	Medtr8g010570.3	447	75	688
Msa.3160.1.S1_at	Medtr7g087570.1	489	510	1045
Msa.3163.1.S1_at	Medtr1g006490.1	359	138	457
Msa.3170.1.S1_at	Medtr1g098680.1	352	755	1297
Msa.3174.1.S1_at	Medtr3g102500.1	356	321	677
Msa.3176.1.S1_at	Medtr5g027530.1	401	115	640
Msa.3178.1.S1_s_at	Medtr5g088660.1	494	382	551
Msa.3179.1.S1_at	Medtr5g080770.1	400	771	1285
Msa.3188.1.S1_at	Medtr1g116120.1	357	2110	2575
Msa.3191.1.S1_s_at	Medtr2g006290.1	401	144	517
Msa.330.1.S1_at	Medtr4g094378.1	404	1291	1749
Msa.352.1.S1_at	Medtr8g088580.2	403	168	688
